p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=3; n=9; d=2*p^9+...; I=[ 1, 1, 0 ]; R=[ <1, 1>, <9, 0> ]; A=<t + 1>; f=x^9 + 6*x + 3; Aut=1T1; Gal=9T19
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 6*x^7 + 3*x^3 + 12; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 3*x^8 + 6*x^7 + 3*x^3 + 12; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 6*x^8 + 6*x^7 + 3*x^3 + 12; Aut=3T1; Gal=9T4
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 6*x^7 + 3*x^3 + 21; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 3*x^8 + 6*x^7 + 3*x^3 + 21; Aut=3T1; Gal=9T20
p=3; n=9; d=2*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 1, t^3 + 2>; f=x^9 + 6*x^8 + 6*x^7 + 3*x^3 + 21; Aut=3T1; Gal=9T4
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^7 + 6*x^3 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^8 + 3*x^7 + 6*x^3 + 3; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 6*x^8 + 3*x^7 + 6*x^3 + 3; Aut=3T1; Gal=9T4
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^7 + 6*x^3 + 12; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^8 + 3*x^7 + 6*x^3 + 12; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 6*x^8 + 3*x^7 + 6*x^3 + 12; Aut=3T1; Gal=9T4
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^7 + 6*x^3 + 21; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 3*x^8 + 3*x^7 + 6*x^3 + 21; Aut=3T1; Gal=9T20
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<t^2 + 2, t^3 + 1>; f=x^9 + 6*x^8 + 3*x^7 + 6*x^3 + 21; Aut=3T1; Gal=9T4
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 2, t^3 + 2>; f=x^9 + 3*x^7 + 3*x^3 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 2, t^3 + 2>; f=x^9 + 3*x^8 + 3*x^7 + 3*x^3 + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=1*p^15+...; I=[ 7, 3, 0 ]; R=[ <1, 7>, <3, 3>, <9, 0> ]; A=<2*t^2 + 2, t^3 + 2>; f=x^9 + 6*x^8 + 3*x^7 + 3*x^3 + 3; Aut=1T1; Gal=9T8
p=3; n=9; d=1*p^16+...; I=[ 8, 8, 0 ]; R=[ <1, 8>, <9, 0> ]; A=<t^8 + 1>; f=x^9 + 3*x^8 + 3; Aut=1T1; Gal=9T9
p=3; n=9; d=2*p^16+...; I=[ 8, 8, 0 ]; R=[ <1, 8>, <9, 0> ]; A=<t^8 + 2>; f=x^9 + 6*x^8 + 3; Aut=3T1; Gal=9T4
p=3; n=9; d=2*p^16+...; I=[ 8, 8, 0 ]; R=[ <1, 8>, <9, 0> ]; A=<t^8 + 2>; f=x^9 + 6*x^8 + 12; Aut=3T1; Gal=9T4
p=3; n=9; d=2*p^16+...; I=[ 8, 8, 0 ]; R=[ <1, 8>, <9, 0> ]; A=<t^8 + 2>; f=x^9 + 6*x^8 + 21; Aut=3T1; Gal=9T4
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 3*x^8 + 6*x^3 + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 3*x^8 + 6*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 3*x^8 + 6*x^3 + 18*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^8 + 3*x^3 + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^8 + 3*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^8 + 3*x^3 + 18*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^8 + 6*x^3 + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^8 + 6*x^3 + 9*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^8 + 6*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 6*x^8 + 3*x^3 + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 6*x^8 + 3*x^3 + 9*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^16+...; I=[ 8, 3, 0 ]; R=[ <1, 8>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 6*x^8 + 3*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=1*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + t^2 + 1>; f=x^9 + 3*x^8 + 3*x^6 + 3; Aut=3T1; Gal=9T7
p=3; n=9; d=1*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + t^2 + 1>; f=x^9 + 3*x^8 + 3*x^6 + 12; Aut=3T1; Gal=9T7
p=3; n=9; d=1*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + t^2 + 1>; f=x^9 + 3*x^8 + 3*x^6 + 21; Aut=3T1; Gal=9T7
p=3; n=9; d=1*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + 2*t^2 + 1>; f=x^9 + 3*x^8 + 6*x^6 + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=2*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + t^2 + 2>; f=x^9 + 6*x^8 + 3*x^6 + 3; Aut=1T1; Gal=9T15
p=3; n=9; d=2*p^16+...; I=[ 8, 6, 0 ]; R=[ <1, 8>, <3, 6>, <9, 0> ]; A=<t^8 + 2*t^2 + 2>; f=x^9 + 6*x^8 + 6*x^6 + 3; Aut=1T1; Gal=9T15
p=3; n=9; d=1*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 1>; f=x^9 + 9*x + 3; Aut=1T1; Gal=9T14
p=3; n=9; d=1*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 1>; f=x^9 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T14
p=3; n=9; d=1*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 1>; f=x^9 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T14
p=3; n=9; d=2*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 2>; f=x^9 + 18*x + 3; Aut=1T1; Gal=9T16
p=3; n=9; d=2*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 2>; f=x^9 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T16
p=3; n=9; d=2*p^18+...; I=[ 10, 9, 0 ]; R=[ <1, 10>, <9, 0> ]; A=<t^2 + 2>; f=x^9 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T16
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 6*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 6*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 6*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 1, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T3
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T5
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 9*x^2 + 9*x + 3; Aut=1T1; Gal=9T11
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 3*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=1*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 1, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 18*x^2 + 9*x + 3; Aut=1T1; Gal=9T10
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T8
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T8
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T8
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 6*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 9*x^4 + 6*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<t + 2, t^3 + 1>; f=x^9 + 18*x^4 + 6*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 3*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 3*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 18*x^4 + 3*x^3 + 9*x^2 + 18*x + 3; Aut=1T1; Gal=9T18
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 3*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
p=3; n=9; d=2*p^18+...; I=[ 10, 3, 0 ]; R=[ <1, 10>, <3, 3>, <9, 0> ]; A=<2*t + 2, t^3 + 2>; f=x^9 + 9*x^4 + 3*x^3 + 18*x^2 + 18*x + 3; Aut=1T1; Gal=9T24
