p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=2; n=8; j=13; I=[ 13, 13, 8, 0 ]; R=[ <1, 13>, <8, 0> ]; A=<t + 1>; f=x^8 + 4*x^5 + 4*x^4 + 2; Aut=1T1; Gal=8T36
p=2; n=8; j=13; I=[ 13, 13, 8, 0 ]; R=[ <1, 13>, <8, 0> ]; A=<t + 1>; f=x^8 + 4*x^6 + 4*x^5 + 4*x^4 + 2; Aut=1T1; Gal=0T0
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 2; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x + 2; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x + 2; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x + 2; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x + 2; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^3 + 8*x + 2; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^3 + 8*x + 2; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 8*x + 2; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 8*x + 2; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 6; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 6; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 6; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 6; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^3 + 6; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^3 + 6; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 6; Aut=4T1; Gal=8T17
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 6; Aut=2T1; Gal=8T15
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x + 6; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x + 6; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^3 + 8*x + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^3 + 8*x + 6; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 8*x + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 6, 6, 0 ]; R=[ <1, 13>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 4*x^5 + 8*x^4 + 8*x^3 + 8*x + 6; Aut=4T2; Gal=8T18
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^5 + 4*x^2 + 2; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 4*x^2 + 2; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^5 + 4*x^4 + 4*x^2 + 2; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 4*x^4 + 4*x^2 + 2; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^5 + 4*x^2 + 10; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 4*x^2 + 10; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^5 + 4*x^4 + 4*x^2 + 10; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 10, 8, 0 ]; R=[ <1, 13>, <2, 10>, <8, 0> ]; A=<t + 1, t^2 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 4*x^4 + 4*x^2 + 10; Aut=2T1; Gal=8T24
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 2; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 2; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 2; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 10; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 10; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 10; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 10; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 6; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 6; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 6; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 14; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 14; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 14; Aut=4T1; Gal=8T11
p=2; n=8; j=13; I=[ 13, 12, 4, 0 ]; R=[ <1, 13>, <4, 4>, <8, 0> ]; A=<t^3 + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 14; Aut=2T1; Gal=8T19
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 4*x^2 + 2; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 4*x^2 + 2; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 4*x^2 + 2; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 4*x^2 + 2; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^5 + 2*x^4 + 4*x^2 + 6; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^5 + 2*x^4 + 4*x^2 + 6; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^6 + 4*x^5 + 2*x^4 + 4*x^2 + 6; Aut=1T1; Gal=8T33
p=2; n=8; j=13; I=[ 13, 10, 4, 0 ]; R=[ <1, 13>, <2, 10>, <4, 4>, <8, 0> ]; A=<t^3 + t + 1, t^4 + 1>; f=x^8 + 4*x^7 + 4*x^6 + 4*x^5 + 2*x^4 + 4*x^2 + 6; Aut=1T1; Gal=8T33
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^5 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^5 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^5 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^5 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^5 + 8*x^3 + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^5 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^5 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^5 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^5 + 8*x^3 + 8*x + 2; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^5 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^5 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^5 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 10*x^6 + 8*x^5 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 2*x^6 + 8*x^3 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 4*x^7 + 2*x^6 + 8*x^3 + 6; Aut=2T1; Gal=8T35
p=2; n=8; j=14; I=[ 14, 6, 6, 0 ]; R=[ <1, 14>, <2, 6>, <8, 0> ]; A=<t + 1, t^6 + 1>; f=x^8 + 10*x^6 + 8*x^3 + 6; Aut=2T1; Gal=8T35
