p; n; j; ind of insep; polygon; residual poly; defining poly; automorphism; galois group; 
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^9 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^9 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 8*x^9 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 8*x^9 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^9 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^9 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 8*x^9 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 8*x^9 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^9 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^9 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 8*x^9 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 8*x^9 + 4*x^8 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=0T0
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^9 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^9 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^11 + 8*x^9 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 8*x^11 + 8*x^9 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841
p=2; n=16; d=1*p^48+...; I=[ 33, 22, 22, 16, 0 ]; R=[ <1, 33>, <2, 22>, <16, 0> ]; A=<t + 1, t^2 + 1>; f=x^16 + 8*x^12 + 4*x^8 + 8*x^7 + 4*x^6 + 8*x^5 + 8*x + 2; Aut=2T1; Gal=16T1841

[Interrupt twice in half a second; exiting]
